traffic,legend,queue_depth,loss_rate,link_rate_mhit_s,stall_cycles,active_channels,definition
physical_cluster8,physical 8-channel hit,167,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,167,0.34765625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,168,0.0010933355929,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,168,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,168,0.34375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,169,0.000709648047321,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,169,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,169,0.33984375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,170,0.000446259606894,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,170,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,170,0.3359375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,171,0.000271635590344,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,171,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,171,0.33203125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,172,0.000159907242818,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,172,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,172,0.328125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,173,9.09673599743e-05,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,173,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,173,0.32421875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,174,4.99707465806e-05,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,174,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,174,0.3203125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,175,2.64884354761e-05,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,175,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,175,0.31640625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,176,1.35401236763e-05,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,176,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,176,0.3125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,177,6.67031510137e-06,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,177,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,177,0.30859375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,178,3.16499324576e-06,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,178,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,178,0.3046875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,179,1.44563643255e-06,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,179,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,179,0.30078125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,180,6.35290559899e-07,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,180,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,180,0.296875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,181,2.68465371987e-07,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,181,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,181,0.29296875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,182,1.09040823604e-07,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,182,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,182,0.2890625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,183,4.25464054945e-08,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,183,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,183,0.28515625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,184,1.59404925616e-08,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,184,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,184,0.28125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,185,5.73193232249e-09,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,185,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,185,0.27734375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,186,1.97723491185e-09,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,186,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,186,0.2734375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,187,6.53991303442e-10,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,187,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,187,0.26953125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,188,2.07319909645e-10,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,188,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,188,0.265625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,189,6.29598476446e-11,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,189,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,189,0.26171875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,190,1.83078311953e-11,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,190,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,190,0.2578125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,191,5.09513387918e-12,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,191,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,191,0.25390625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,192,1.35647538859e-12,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,192,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,192,0.25,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,193,3.45298422522e-13,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,193,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,193,0.24609375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,194,8.40017469317e-14,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,194,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,194,0.2421875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,195,1.95196985646e-14,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,195,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,195,0.23828125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,196,4.3303568916e-15,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,196,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,196,0.234375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,197,9.16661311877e-16,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,197,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,197,0.23046875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,198,1.85050841455e-16,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,198,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,198,0.2265625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,199,3.56061792735e-17,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,199,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,199,0.22265625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,200,6.52618340202e-18,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,200,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,200,0.21875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,201,1.13875896413e-18,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,201,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,201,0.21484375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,202,1.89048378527e-19,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,202,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,202,0.2109375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,203,2.98402833696e-20,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,203,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,203,0.20703125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,204,4.47539645877e-21,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,204,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,204,0.203125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,205,6.373194591e-22,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,205,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,205,0.19921875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,206,8.61125416837e-23,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,206,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,206,0.1953125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,207,1.10314545716e-23,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,207,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,207,0.19140625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,208,1.33880115931e-24,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,208,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,208,0.1875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,209,1.5380176488e-25,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,209,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,209,0.18359375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,210,1.67108177668e-26,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,210,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,210,0.1796875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,211,1.71568480093e-27,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,211,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,211,0.17578125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,212,1.66293336038e-28,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,212,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,212,0.171875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,213,1.52014281101e-29,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,213,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,213,0.16796875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,214,1.30924191611e-30,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,214,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,214,0.1640625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,215,1.06123773543e-31,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,215,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,215,0.16015625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,216,8.08667286247e-33,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,216,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,216,0.15625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,217,5.78592179604e-34,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,217,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,217,0.15234375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,218,3.88216250603e-35,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,218,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,218,0.1484375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,219,2.43947237505e-36,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,219,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,219,0.14453125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,220,1.43360263608e-37,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,220,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,220,0.140625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,221,7.86731045837e-39,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,221,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,221,0.13671875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,222,4.02534820617e-40,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,222,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,222,0.1328125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,223,1.91704798653e-41,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,223,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,223,0.12890625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,224,8.48284021837e-43,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,224,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,224,0.125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,225,3.48100031247e-44,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,225,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,225,0.12109375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,226,1.32202997561e-45,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,226,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,226,0.1171875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,227,4.63672796694e-47,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,227,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,227,0.11328125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,228,1.49832410004e-48,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,228,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,228,0.109375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,229,4.44978726115e-50,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,229,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,229,0.10546875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,230,1.21127788304e-51,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,230,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,230,0.1015625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,231,3.01340470672e-53,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,231,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,231,0.09765625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,232,6.82988269784e-55,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,232,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,232,0.09375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,233,1.40548294273e-56,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,233,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,233,0.08984375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,234,2.61622190267e-58,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,234,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,234,0.0859375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,235,4.38719836191e-60,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,235,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,235,0.08203125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,236,6.59804400624e-62,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,236,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,236,0.078125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,237,8.85538493898e-64,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,237,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,237,0.07421875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,238,1.05481840276e-65,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,238,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,238,0.0703125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,239,1.10831696195e-67,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,239,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,239,0.06640625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,240,1.02018382118e-69,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,240,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,240,0.0625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,241,8.16289478726e-72,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,241,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,241,0.05859375,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,242,5.62749160237e-74,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,242,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,242,0.0546875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,243,3.30879541011e-76,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,243,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,243,0.05078125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,244,1.63974690185e-78,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,244,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,244,0.046875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,245,6.75468037037e-81,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,245,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,245,0.04296875,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,246,2.2749277888e-83,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,246,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,246,0.0390625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,247,6.13984624783e-86,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,247,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,247,0.03515625,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,248,1.29540652713e-88,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
physical_cluster8,physical 8-channel hit,248,0,200.0,256,8,localized physical hit crossing 8 channels; repeated cluster during the stall window
injection_all256,injection all-channel,248,0.03125,200.0,256,256,deterministic all-channel injection/superburst over all 256 channels
iid_256,iid 256-channel,249,2.07040865586e-91,200.0,256,256,exact expected lost-hit fraction for iid dark-count tags over all 256 channels
